	pos	neg	amb	pos%	neg%	amb%
ENCSR000DYB	806585.0	8176251.0	1471386.0	0.07715399577319096	0.7821003801143691	0.14074562411243993
ENCSR000DXQ	903891.0	8349800.0	1200531.0	0.08646181418378145	0.7987012328607523	0.11483695295546623
ENCSR847XGE	2951011.0	5239580.0	2263631.0	0.28227935086895994	0.5011927238583608	0.2165279252726793
ENCSR000DKN	969375.0	7974575.0	1510272.0	0.0927256949393269	0.7628090354308528	0.14446526962982037
ENCSR036EGV	2087501.0	6527436.0	1839285.0	0.19968018662699147	0.6243827613379551	0.1759370520350534
ENCSR000DUP	357132.0	9215313.0	881777.0	0.034161509101298976	0.8814919943349204	0.08434649656378064
ENCSR541AMF	2081366.0	6267397.0	2105459.0	0.19909334238358437	0.5995086961038325	0.20139796151258316
ENCSR856JJB	3704948.0	4319171.0	2430103.0	0.3543972951789239	0.4131508781810832	0.23245182663999292
ENCSR000DQD	1294436.0	7593205.0	1566581.0	0.12381944825736435	0.726329037206212	0.14985151453642365
ENCSR634OAQ	1596058.0	6395758.0	2462406.0	0.1526711409036464	0.6117870846821504	0.23554177441420318
ENCSR000DTW	1079579.0	7943776.0	1430867.0	0.10326727326050662	0.7598629529772756	0.1368697737622178
ENCSR000APF	1306025.0	6824674.0	2323523.0	0.12492799559833338	0.6528151018794129	0.2222569025222537
ENCSR000DTA	1334986.0	7574958.0	1544278.0	0.12769826391672187	0.7245836179870678	0.14771811809621033
ENCSR000BIE	1020904.0	8218979.0	1214339.0	0.09765470830827966	0.7861875326542712	0.11615775903744918
ENCSR000BNO	610091.0	8672199.0	1171932.0	0.05835833599095179	0.8295403522136798	0.11210131179536842
ENCSR000DSZ	1144563.0	7213982.0	2095677.0	0.10948332644935223	0.6900544105529804	0.20046226299766737
ENCSR000DTR	1129400.0	7771259.0	1553563.0	0.10803290766161269	0.7433608163285609	0.14860627600982645
ENCSR000DPF	1123075.0	7701329.0	1629818.0	0.10742788894285964	0.7366716528499203	0.15590045820722
ENCSR000DMO	989875.0	8294822.0	1169525.0	0.0946866251740206	0.7934423049367041	0.11187106988927535
ENCSR000AOA	1314975.0	6700477.0	2438770.0	0.12578410904226062	0.6409350212765713	0.23328086968116804
ENCSR000DSU	981960.0	8139246.0	1333016.0	0.09392951479316204	0.7785606619029135	0.1275098233039245
ENCSR000DMA	962293.0	9491929.0		0.09204826528459029	0.9079517347154097	
ENCSR000DWH	1305153.0	7803969.0	1345100.0	0.12484458432200884	0.7464896957420648	0.12866571993592638
ENCSR000ANS	1141753.0	7356668.0	1955801.0	0.1092145355244991	0.7037030589172489	0.18708240555825198
ENCSR000DRE	800136.0	8969037.0	685049.0	0.07653711581789635	0.8579344307017777	0.06552845348032593
